id,nome,regiao,umidade,velocidade_vento,temperatura,nivel_fumaca,nivel_risco,data_medicao,latitude,longitude,estado
23430,Foco #23430,Cerrado,42,16.4,30.2,97,baixo,2025-03-10 16:45:00+00,-1368954,-4803589,GOIÁS
23431,Foco #23431,Cerrado,21,11.4,31.9,39,alto,2025-03-10 16:45:00+00,-1096782,-443319,BAHIA
23432,Foco #23432,Cerrado,57,5.9,33.9,72,alto,2025-03-10 16:45:00+00,-1369287,-4865096,GOIÁS
23433,Foco #23433,Cerrado,26,7.1,35.5,47,alto,2025-03-10 16:45:00+00,-1479898,-514264,MATO GROSSO
23434,Foco #23434,Cerrado,45,16.4,37.8,91,alto,2025-03-10 16:45:00+00,-1383535,-4792443,GOIÁS
23435,Foco #23435,Cerrado,24,21.7,34,76,alto,2025-03-10 16:45:00+00,-1237131,-4651307,TOCANTINS
23436,Foco #23436,Cerrado,26,12.6,40.2,91,critico,2025-03-10 16:45:00+00,-1491896,-483424,GOIÁS
23437,Foco #23437,Cerrado,55,20.8,37.8,46,baixo,2025-03-10 16:45:00+00,-1432132,-4751609,GOIÁS
23438,Foco #23438,Cerrado,27,11.1,32.6,82,critico,2025-03-10 16:45:00+00,-1420844,-460807,GOIÁS
23439,Foco #23439,Cerrado,51,14.6,33.7,97,critico,2025-03-10 16:45:00+00,-1356725,-4758005,GOIÁS
23440,Foco #23440,Cerrado,40,20.3,30.8,37,medio,2025-03-10 16:45:00+00,-1323383,-4849113,GOIÁS
23441,Foco #23441,Amazônia,60,20.1,34,71,baixo,2025-03-10 16:45:00+00,-1083634,-571707,MATO GROSSO
23442,Foco #23442,Cerrado,45,17.7,41.6,72,critico,2025-03-10 16:45:00+00,-1028697,-4541991,PIAUÍ
23443,Foco #23443,Cerrado,60,24.8,41.4,33,baixo,2025-03-10 16:45:00+00,-993459,-4359401,BAHIA
23444,Foco #23444,Cerrado,51,9.4,35.9,65,critico,2025-03-10 16:45:00+00,-1159579,-4766147,TOCANTINS
23445,Foco #23445,Cerrado,41,13.6,39.5,78,baixo,2025-03-10 16:45:00+00,-1186152,-4495929,BAHIA
23446,Foco #23446,Cerrado,33,15.7,42,90,alto,2025-03-10 16:45:00+00,-157939,-43668,MINAS GERAIS
23447,Foco #23447,Cerrado,40,15.5,44.6,62,medio,2025-03-10 16:45:00+00,-1092557,-4426128,BAHIA
23448,Foco #23448,Caatinga,37,7.1,31.3,54,alto,2025-03-10 16:45:00+00,-8455,-3935307,PERNAMBUCO
23449,Foco #23449,Cerrado,39,7.7,42.3,43,medio,2025-03-10 16:45:00+00,-935537,-4577648,PIAUÍ
23450,Foco #23450,Cerrado,52,20.5,39.5,91,critico,2025-03-10 16:45:00+00,-1319983,-4778926,TOCANTINS
23451,Foco #23451,Cerrado,24,12.5,31.3,53,baixo,2025-03-10 16:45:00+00,-937845,-4585311,MARANHÃO
23452,Foco #23452,Cerrado,33,18.4,34.4,92,alto,2025-03-10 16:45:00+00,-1195894,-5147921,MATO GROSSO
23453,Foco #23453,Cerrado,31,10.8,35.5,51,critico,2025-03-10 16:45:00+00,-1595636,-4332112,MINAS GERAIS
23454,Foco #23454,Cerrado,27,7.6,34.5,87,critico,2025-03-10 16:45:00+00,-1400388,-449724,BAHIA
23455,Foco #23455,Cerrado,50,8,37.3,38,critico,2025-03-10 16:45:00+00,-1205208,-5087384,MATO GROSSO
23456,Foco #23456,Cerrado,24,24.6,42.6,89,baixo,2025-03-10 16:45:00+00,-1185928,-4496799,BAHIA
23457,Foco #23457,Caatinga,40,6.4,43.4,88,alto,2025-03-10 16:45:00+00,-990742,-4371892,PIAUÍ
23458,Foco #23458,Cerrado,48,19.5,34.2,41,alto,2025-03-10 16:45:00+00,-1333289,-4719676,GOIÁS
23459,Foco #23459,Cerrado,59,10.9,42.8,66,medio,2025-03-10 16:45:00+00,-1334926,-4807967,GOIÁS
23460,Foco #23460,Caatinga,29,15.4,35.9,75,medio,2025-03-10 16:45:00+00,-865248,-3942593,BAHIA
23461,Foco #23461,Cerrado,53,18.5,39,47,alto,2025-03-10 16:45:00+00,-1188152,-4499306,BAHIA
23462,Foco #23462,Cerrado,39,19.7,42.1,35,medio,2025-03-10 16:45:00+00,-1218294,-4780828,TOCANTINS
23463,Foco #23463,Cerrado,58,21.7,33.9,44,alto,2025-03-10 16:45:00+00,-1028039,-4433411,PIAUÍ
23464,Foco #23464,Cerrado,47,14.7,40.5,56,alto,2025-03-10 16:45:00+00,-1440794,-4944593,GOIÁS
23465,Foco #23465,Cerrado,59,23.9,31,81,alto,2025-03-10 16:45:00+00,-1017762,-4539178,PIAUÍ
23466,Foco #23466,Cerrado,20,18.8,41.5,83,alto,2025-03-10 16:45:00+00,-1113594,-4787695,TOCANTINS
23467,Foco #23467,Cerrado,57,9.7,36.5,70,medio,2025-03-10 16:45:00+00,-1387648,-4793213,GOIÁS
23468,Foco #23468,Cerrado,58,12.7,39.1,56,critico,2025-03-10 16:45:00+00,-1493394,-4837413,GOIÁS
23469,Foco #23469,Cerrado,25,21.8,34.3,55,medio,2025-03-10 16:45:00+00,-1489217,-4828268,GOIÁS
23470,Foco #23470,Caatinga,33,13,35.5,93,medio,2025-03-10 16:45:00+00,-1381747,-4317532,BAHIA
23471,Foco #23471,Cerrado,50,22.1,44.7,65,baixo,2025-03-10 16:45:00+00,-1376815,-4781779,GOIÁS
23472,Foco #23472,Cerrado,20,24.6,43.4,85,baixo,2025-03-10 16:45:00+00,-1160468,-4765286,TOCANTINS
23473,Foco #23473,Cerrado,41,24,30.7,63,baixo,2025-03-10 16:45:00+00,-1287535,-4462571,BAHIA
23474,Foco #23474,Cerrado,31,15.2,33.3,80,medio,2025-03-10 16:45:00+00,-1222639,-4778685,TOCANTINS
23475,Foco #23475,Cerrado,46,8.6,34.8,92,alto,2025-03-10 16:45:00+00,-1523383,-4806782,GOIÁS
23476,Foco #23476,Caatinga,25,23.2,39.6,56,alto,2025-03-10 16:45:00+00,-1114378,-4337242,BAHIA
23477,Foco #23477,Cerrado,36,13.9,31.2,93,baixo,2025-03-10 16:45:00+00,-1359375,-4759772,GOIÁS
23478,Foco #23478,Cerrado,49,6.2,32.3,64,critico,2025-03-10 16:45:00+00,-1192852,-4992633,TOCANTINS
23479,Foco #23479,Cerrado,40,9.3,34.9,89,medio,2025-03-10 16:45:00+00,-1444633,-4610817,GOIÁS
23480,Foco #23480,Cerrado,48,14.4,38.8,80,baixo,2025-03-10 16:45:00+00,-1264675,-4686916,TOCANTINS
23481,Foco #23481,Cerrado,57,6.6,41.6,74,alto,2025-03-10 16:45:00+00,-1567018,-4449943,MINAS GERAIS
23482,Foco #23482,Cerrado,60,10.8,40.6,78,medio,2025-03-10 16:45:00+00,-1153195,-4670393,TOCANTINS
23483,Foco #23483,Cerrado,58,5.3,34,43,medio,2025-03-10 16:45:00+00,-1143131,-4348847,BAHIA
23484,Foco #23484,Cerrado,20,20.4,37.5,55,critico,2025-03-10 16:45:00+00,-1264671,-4695687,TOCANTINS
23485,Foco #23485,Caatinga,22,6.9,31,48,baixo,2025-03-10 16:45:00+00,-990943,-4229431,BAHIA
23486,Foco #23486,Cerrado,48,8.5,30.4,55,critico,2025-03-10 16:45:00+00,-1143763,-4349438,BAHIA
23487,Foco #23487,Cerrado,30,8.3,36.5,43,medio,2025-03-10 16:45:00+00,-1192213,-4993124,TOCANTINS
23488,Foco #23488,Cerrado,25,8.5,37.5,51,baixo,2025-03-10 16:45:00+00,-1616072,-4511327,MINAS GERAIS
23489,Foco #23489,Cerrado,21,17.2,31,37,alto,2025-03-10 16:45:00+00,-1312266,-4792842,TOCANTINS
23490,Foco #23490,Cerrado,23,5.2,41,60,critico,2025-03-10 16:45:00+00,-1319552,-4851969,GOIÁS
23491,Foco #23491,Cerrado,35,17.7,32.6,89,baixo,2025-03-10 16:45:00+00,-1558514,-524682,MATO GROSSO
23492,Foco #23492,Cerrado,58,8.2,37.4,47,medio,2025-03-10 16:45:00+00,-1555547,-4927751,GOIÁS
23493,Foco #23493,Cerrado,35,23.1,39.9,32,medio,2025-03-10 16:45:00+00,-1149576,-4499787,BAHIA
23494,Foco #23494,Cerrado,21,17.7,35,47,medio,2025-03-10 16:45:00+00,-1182429,-4493218,BAHIA
23495,Foco #23495,Cerrado,23,15.4,41.9,76,baixo,2025-03-10 16:45:00+00,-1192033,-4633385,TOCANTINS
23496,Foco #23496,Cerrado,54,10.6,39.6,64,medio,2025-03-10 16:45:00+00,-1146209,-4514462,BAHIA
23497,Foco #23497,Cerrado,48,20.4,38.1,44,alto,2025-03-10 16:45:00+00,-143882,-4595708,GOIÁS
23498,Foco #23498,Cerrado,21,7.7,43.3,100,medio,2025-03-10 16:45:00+00,-115006,-4500519,BAHIA
23499,Foco #23499,Cerrado,53,6,44.1,33,critico,2025-03-10 16:45:00+00,-1616509,-456885,MINAS GERAIS
23500,Foco #23500,Cerrado,34,13.4,39.8,57,medio,2025-03-10 16:45:00+00,-1379584,-4759444,GOIÁS
23501,Foco #23501,Cerrado,22,15.6,43.8,79,critico,2025-03-10 16:45:00+00,-1085121,-4721811,TOCANTINS
23502,Foco #23502,Cerrado,34,15.6,37,62,alto,2025-03-10 16:45:00+00,-1532741,-4629713,MINAS GERAIS
23503,Foco #23503,Cerrado,47,21.3,44.8,78,medio,2025-03-10 16:45:00+00,-1324996,-4850728,GOIÁS
23504,Foco #23504,Cerrado,50,18.3,34.5,91,medio,2025-03-10 16:45:00+00,-1376482,-4781831,GOIÁS
23505,Foco #23505,Cerrado,24,19.3,43.4,84,medio,2025-03-10 16:45:00+00,-1110688,-4782034,TOCANTINS
23506,Foco #23506,Cerrado,23,10.7,33.7,79,medio,2025-03-10 16:45:00+00,-1148932,-4349532,BAHIA
23507,Foco #23507,Cerrado,42,9.3,37.4,66,critico,2025-03-10 16:45:00+00,-1499389,-4926773,GOIÁS
23508,Foco #23508,Cerrado,36,12.7,32.5,44,medio,2025-03-10 16:45:00+00,-1230585,-4772742,TOCANTINS
23509,Foco #23509,Cerrado,38,18,32.3,82,critico,2025-03-10 16:45:00+00,-1440034,-4786968,GOIÁS
23510,Foco #23510,Cerrado,37,18.1,30.5,61,critico,2025-03-10 16:45:00+00,-148897,-469876,GOIÁS
23511,Foco #23511,Cerrado,38,5.6,34.2,53,medio,2025-03-10 16:45:00+00,-1187251,-4498229,BAHIA
23512,Foco #23512,Cerrado,50,24,37.8,42,critico,2025-03-10 16:45:00+00,-1598924,-5089821,GOIÁS
23513,Foco #23513,Cerrado,22,18.8,31.1,45,critico,2025-03-10 16:45:00+00,-142838,-4591425,BAHIA
23514,Foco #23514,Cerrado,58,9.8,42.1,42,alto,2025-03-10 16:45:00+00,-1338848,-4729319,GOIÁS
23515,Foco #23515,Cerrado,43,21.6,40,98,alto,2025-03-10 16:45:00+00,-1219967,-47784,TOCANTINS
23516,Foco #23516,Cerrado,39,20.8,36.9,51,critico,2025-03-10 16:45:00+00,-1295985,-4637852,GOIÁS
23517,Foco #23517,Cerrado,44,23.2,40.8,97,medio,2025-03-10 16:45:00+00,-1018117,-4539121,PIAUÍ
23518,Foco #23518,Amazônia,58,16.7,39.6,46,medio,2025-03-10 16:45:00+00,-1223079,-5387493,MATO GROSSO
23519,Foco #23519,Cerrado,59,19.6,36.2,93,critico,2025-03-10 16:45:00+00,-946964,-4554119,PIAUÍ
23520,Foco #23520,Cerrado,21,19.8,37.5,32,baixo,2025-03-10 16:45:00+00,-1229222,-5063085,TOCANTINS
23521,Foco #23521,Cerrado,47,13.5,40.9,74,medio,2025-03-10 16:45:00+00,-1435801,-4611528,GOIÁS
23522,Foco #23522,Cerrado,35,18.4,35.8,87,baixo,2025-03-10 16:45:00+00,-1491926,-4829726,GOIÁS
23523,Foco #23523,Cerrado,53,11.9,38.5,49,baixo,2025-03-10 16:45:00+00,-1365188,-5118953,MATO GROSSO
23524,Foco #23524,Cerrado,45,20.6,37.4,70,medio,2025-03-10 16:45:00+00,-1421236,-4608376,GOIÁS
23525,Foco #23525,Cerrado,24,7.8,45,64,critico,2025-03-10 16:45:00+00,-1070631,-485657,TOCANTINS
23526,Foco #23526,Cerrado,44,21.1,32.1,83,alto,2025-03-10 16:45:00+00,-10215,-4539813,PIAUÍ
23527,Foco #23527,Cerrado,45,22.1,31.4,80,alto,2025-03-10 16:45:00+00,-1066303,-4848217,TOCANTINS
23528,Foco #23528,Cerrado,46,17.4,35.3,82,baixo,2025-03-10 16:45:00+00,-1162239,-4799263,TOCANTINS
23529,Foco #23529,Cerrado,27,13,33.9,84,baixo,2025-03-10 16:45:00+00,-1460626,-4672721,GOIÁS
23530,Foco #23530,Cerrado,51,8.7,40.7,51,baixo,2025-03-10 16:45:00+00,-1021651,-5032714,TOCANTINS
23531,Foco #23531,Amazônia,56,20.4,44.9,56,critico,2025-03-10 16:45:00+00,-1084169,-5716998,MATO GROSSO
23532,Foco #23532,Cerrado,59,10.7,41,87,baixo,2025-03-10 16:45:00+00,-1376214,-4757426,GOIÁS
23533,Foco #23533,Cerrado,36,16.7,38.5,43,critico,2025-03-10 16:45:00+00,-996164,-458238,PIAUÍ
23534,Foco #23534,Cerrado,55,10,44.9,58,alto,2025-03-10 16:45:00+00,-1435522,-4611945,GOIÁS
23535,Foco #23535,Cerrado,35,21.8,35.5,78,baixo,2025-03-10 16:45:00+00,-1149016,-4498604,BAHIA
23536,Foco #23536,Cerrado,54,9.8,42.4,37,critico,2025-03-10 16:45:00+00,-1348204,-4820853,GOIÁS
23537,Foco #23537,Cerrado,59,16,33.7,87,critico,2025-03-10 16:45:00+00,-1369993,-47344,GOIÁS
23538,Foco #23538,Cerrado,59,20.2,40.3,59,critico,2025-03-10 16:45:00+00,-1188569,-4499634,BAHIA
23539,Foco #23539,Cerrado,46,15.8,38.3,32,critico,2025-03-10 16:45:00+00,-1423807,-4610529,GOIÁS
23540,Foco #23540,Cerrado,37,21.9,40.6,98,alto,2025-03-10 16:45:00+00,-1110967,-4781631,TOCANTINS
23541,Foco #23541,Cerrado,24,17.5,36.2,50,baixo,2025-03-10 16:45:00+00,-1443009,-4609229,GOIÁS
23542,Foco #23542,Cerrado,30,19.5,36.8,92,medio,2025-03-10 16:45:00+00,-1398421,-481729,GOIÁS
23543,Foco #23543,Cerrado,33,23.6,42.2,100,alto,2025-03-10 16:45:00+00,-137505,-4807777,GOIÁS
23544,Foco #23544,Cerrado,40,9.5,30.3,30,alto,2025-03-10 16:45:00+00,-1328041,-472058,GOIÁS
23545,Foco #23545,Cerrado,33,12.4,30.7,64,critico,2025-03-10 16:45:00+00,-1106551,-4779444,TOCANTINS
23546,Foco #23546,Amazônia,60,12.8,30.8,89,baixo,2025-03-10 16:45:00+00,-1144091,-5145958,MATO GROSSO
23547,Foco #23547,Cerrado,42,10.7,32.9,31,medio,2025-03-10 16:45:00+00,-1421567,-4606092,GOIÁS
23548,Foco #23548,Cerrado,38,19.2,38.8,71,medio,2025-03-10 16:45:00+00,-1027292,-4433532,PIAUÍ
23549,Foco #23549,Cerrado,37,23.6,43.9,71,critico,2025-03-10 16:45:00+00,-1292456,-4637312,GOIÁS
23550,Foco #23550,Cerrado,27,9.9,33.2,64,medio,2025-03-10 16:45:00+00,-1466832,-4810523,GOIÁS
23551,Foco #23551,Cerrado,31,23.2,43.5,43,baixo,2025-03-10 16:45:00+00,-1291766,-4691248,TOCANTINS
23552,Foco #23552,Cerrado,30,24.5,43.9,62,medio,2025-03-10 16:45:00+00,-1275788,-477667,TOCANTINS
23553,Foco #23553,Cerrado,33,17.1,41.1,79,alto,2025-03-10 16:45:00+00,-1093135,-51.04,MATO GROSSO
23554,Foco #23554,Cerrado,37,19.7,42.9,46,medio,2025-03-10 16:45:00+00,-1112372,-4788605,TOCANTINS
23555,Foco #23555,Cerrado,20,12.7,33.1,76,alto,2025-03-10 16:45:00+00,-1620668,-447491,MINAS GERAIS
23556,Foco #23556,Caatinga,57,24.8,44,54,baixo,2025-03-10 16:45:00+00,-137767,-4152081,BAHIA
23557,Foco #23557,Cerrado,40,5.7,44.9,81,alto,2025-03-10 16:45:00+00,-1332556,-4779395,TOCANTINS
23558,Foco #23558,Cerrado,23,22,36.2,58,critico,2025-03-10 16:45:00+00,-1579438,-4366431,MINAS GERAIS
23559,Foco #23559,Cerrado,27,6.6,34.4,39,alto,2025-03-10 16:45:00+00,-1118868,-4773837,TOCANTINS
23560,Foco #23560,Cerrado,21,10.8,33.9,82,alto,2025-03-10 16:45:00+00,-1027665,-4807269,TOCANTINS
23561,Foco #23561,Cerrado,46,21.5,33.6,90,critico,2025-03-10 16:45:00+00,-1333245,-4810428,GOIÁS
23562,Foco #23562,Caatinga,33,23.4,32.8,36,critico,2025-03-10 16:45:00+00,-1330446,-4055777,BAHIA
23563,Foco #23563,Cerrado,55,8.5,40.1,30,medio,2025-03-10 16:45:00+00,-1368852,-4862132,GOIÁS
23564,Foco #23564,Cerrado,22,16.3,30,42,baixo,2025-03-10 16:45:00+00,-1436262,-4712208,GOIÁS
23565,Foco #23565,Cerrado,42,21.9,35.8,51,critico,2025-03-10 16:45:00+00,-1609172,-4795821,GOIÁS
23566,Foco #23566,Cerrado,34,6.5,37.9,49,alto,2025-03-10 16:45:00+00,-1111212,-4983627,TOCANTINS
23567,Foco #23567,Cerrado,57,5.5,31.5,87,alto,2025-03-10 16:45:00+00,-1314603,-4781219,TOCANTINS
23568,Foco #23568,Cerrado,37,16.7,43.9,64,alto,2025-03-10 16:45:00+00,-1263781,-4694361,TOCANTINS
23569,Foco #23569,Cerrado,34,5.7,38.1,49,baixo,2025-03-10 16:45:00+00,-163433,-4711132,MINAS GERAIS
23570,Foco #23570,Cerrado,30,7.9,44.4,87,medio,2025-03-10 16:45:00+00,-1416074,-4920517,GOIÁS
23571,Foco #23571,Mata Atlântica,48,16.6,32.7,56,baixo,2025-03-10 16:45:00+00,-1551427,-3907165,BAHIA
23572,Foco #23572,Cerrado,28,14.6,37.9,44,baixo,2025-03-10 16:45:00+00,-1398757,-4817239,GOIÁS
23573,Foco #23573,Cerrado,54,8.5,37.9,30,baixo,2025-03-10 16:45:00+00,-1259987,-4700111,TOCANTINS
23574,Foco #23574,Cerrado,20,20.2,42.7,56,baixo,2025-03-10 16:45:00+00,-1330714,-5161001,MATO GROSSO
23575,Foco #23575,Cerrado,33,16.2,30.6,50,alto,2025-03-10 16:45:00+00,-1635228,-4708035,MINAS GERAIS
23576,Foco #23576,Cerrado,60,15.2,32.9,77,medio,2025-03-10 16:45:00+00,-1312213,-4792488,TOCANTINS
23577,Foco #23577,Cerrado,29,20.7,32.6,94,critico,2025-03-10 16:45:00+00,-1603928,-5093144,GOIÁS
23578,Foco #23578,Cerrado,35,6.6,39.1,52,medio,2025-03-10 16:45:00+00,-992675,-4359529,BAHIA
23579,Foco #23579,Caatinga,20,17.1,43.4,86,baixo,2025-03-10 16:45:00+00,-1525793,-4412126,MINAS GERAIS
23580,Foco #23580,Amazônia,49,8.2,40.3,33,medio,2025-03-10 16:45:00+00,-1083491,-5720193,MATO GROSSO
23581,Foco #23581,Cerrado,32,19.6,34.9,65,baixo,2025-03-10 16:45:00+00,-1033641,-5030223,TOCANTINS
23582,Foco #23582,Cerrado,21,12.8,36.2,75,alto,2025-03-10 16:45:00+00,-1183223,-4491368,BAHIA
23583,Foco #23583,Cerrado,32,11.8,35.5,60,critico,2025-03-10 16:45:00+00,-1616787,-4568427,MINAS GERAIS
23584,Foco #23584,Cerrado,34,17.2,44.1,37,alto,2025-03-10 16:45:00+00,-1465145,-4830187,GOIÁS
23585,Foco #23585,Cerrado,39,20.6,43.2,62,medio,2025-03-10 16:45:00+00,-1326249,-4726663,GOIÁS
23586,Foco #23586,Cerrado,25,23.7,41.6,100,medio,2025-03-10 16:45:00+00,-1339073,-4728557,GOIÁS
23587,Foco #23587,Caatinga,32,24.6,42.4,52,medio,2025-03-10 16:45:00+00,-865584,-3942321,BAHIA
23588,Foco #23588,Cerrado,31,18.2,33.4,46,critico,2025-03-10 16:45:00+00,-1604961,-5103993,GOIÁS
23589,Foco #23589,Cerrado,56,15.2,37,52,baixo,2025-03-10 16:45:00+00,-1083545,-4658751,TOCANTINS
23590,Foco #23590,Cerrado,22,16.7,41,60,critico,2025-03-10 16:45:00+00,-1466907,-4825802,GOIÁS
23591,Foco #23591,Cerrado,39,12.2,40,59,alto,2025-03-10 16:45:00+00,-1385591,-4792487,GOIÁS
23592,Foco #23592,Cerrado,48,18.4,32.7,34,baixo,2025-03-10 16:45:00+00,-1309231,-4708379,TOCANTINS
23593,Foco #23593,Cerrado,48,23.8,42.5,100,medio,2025-03-10 16:45:00+00,-103536,-4372777,BAHIA
23594,Foco #23594,Cerrado,48,13.6,30.4,76,baixo,2025-03-10 16:45:00+00,-1486841,-4833187,GOIÁS
23595,Foco #23595,Mata Atlântica,46,9.9,30.7,47,medio,2025-03-10 16:45:00+00,-1334612,-3924657,BAHIA
23596,Foco #23596,Cerrado,25,16.9,44.6,75,critico,2025-03-10 16:45:00+00,-939021,-4585928,MARANHÃO
23597,Foco #23597,Cerrado,58,9.1,41.4,33,baixo,2025-03-10 16:45:00+00,-1299129,-4775013,TOCANTINS
23598,Foco #23598,Cerrado,28,9.7,37.8,64,alto,2025-03-10 16:45:00+00,-1312315,-4784115,TOCANTINS
23599,Foco #23599,Cerrado,26,22.7,34,33,critico,2025-03-10 16:45:00+00,-1334473,-4809504,GOIÁS
23600,Foco #23600,Cerrado,54,10.1,37.4,89,medio,2025-03-10 16:45:00+00,-1105447,-4778897,TOCANTINS
23601,Foco #23601,Cerrado,56,8.3,31.7,52,medio,2025-03-10 16:45:00+00,-145996,-4672829,GOIÁS
23602,Foco #23602,Caatinga,27,8,32.9,38,critico,2025-03-10 16:45:00+00,-1271952,-4311095,BAHIA
23603,Foco #23603,Cerrado,45,22.2,42.4,61,alto,2025-03-10 16:45:00+00,-1402358,-5391162,MATO GROSSO
23604,Foco #23604,Cerrado,40,16.3,44,85,alto,2025-03-10 16:45:00+00,-925267,-4576419,PIAUÍ
23605,Foco #23605,Cerrado,45,9.2,44.1,37,medio,2025-03-10 16:45:00+00,-1097739,-4741575,TOCANTINS
23606,Foco #23606,Cerrado,55,9.4,40.8,90,alto,2025-03-10 16:45:00+00,-1577341,-4774226,DISTRITO FEDERAL
23607,Foco #23607,Cerrado,25,23.4,40.4,80,critico,2025-03-10 16:45:00+00,-935662,-4578425,PIAUÍ
23608,Foco #23608,Cerrado,20,20.5,38.2,100,critico,2025-03-10 16:45:00+00,-1332511,-4812374,GOIÁS
23609,Foco #23609,Cerrado,34,6.7,36.8,33,alto,2025-03-10 16:45:00+00,-153046,-4628241,MINAS GERAIS
23610,Foco #23610,Cerrado,38,5.3,40.8,94,critico,2025-03-10 16:45:00+00,-1311346,-4788988,TOCANTINS
23611,Foco #23611,Cerrado,36,8.1,34.8,39,baixo,2025-03-10 16:45:00+00,-1322697,-4851449,GOIÁS
23612,Foco #23612,Caatinga,37,21.6,35.8,94,medio,2025-03-10 16:45:00+00,-1469848,-438834,MINAS GERAIS
23613,Foco #23613,Cerrado,31,5.5,40,55,medio,2025-03-10 16:45:00+00,-1376536,-4782188,GOIÁS
23614,Foco #23614,Cerrado,33,13.2,42.6,48,critico,2025-03-10 16:45:00+00,-1560707,-4693129,GOIÁS
23615,Foco #23615,Amazônia,41,15.1,30.3,71,medio,2025-03-10 16:45:00+00,-109008,-5618991,MATO GROSSO
23616,Foco #23616,Cerrado,49,12.8,41,62,alto,2025-03-10 16:45:00+00,-1339189,-4814585,GOIÁS
23617,Foco #23617,Caatinga,27,16.8,30.7,80,critico,2025-03-10 16:45:00+00,-1460564,-4183522,BAHIA
23618,Foco #23618,Cerrado,29,18.6,34.9,35,medio,2025-03-10 16:45:00+00,-1546798,-4855183,GOIÁS
23619,Foco #23619,Cerrado,31,12.9,33.2,51,baixo,2025-03-10 16:45:00+00,-1601433,-5085497,GOIÁS
23620,Foco #23620,Cerrado,35,6,38.1,83,critico,2025-03-10 16:45:00+00,-1443849,-4610205,GOIÁS
23621,Foco #23621,Cerrado,48,9.9,40.1,33,medio,2025-03-10 16:45:00+00,-1627817,-4710382,MINAS GERAIS
23622,Foco #23622,Cerrado,60,12,38.6,59,critico,2025-03-10 16:45:00+00,-1313544,-4792276,TOCANTINS
23623,Foco #23623,Cerrado,39,9.8,38,73,medio,2025-03-10 16:45:00+00,-1251438,-4732368,TOCANTINS
23624,Foco #23624,Cerrado,31,13.4,43.8,50,baixo,2025-03-10 16:45:00+00,-1533078,-4638512,MINAS GERAIS
23625,Foco #23625,Caatinga,32,17.3,34.7,91,medio,2025-03-10 16:45:00+00,-1014573,-4241348,BAHIA
23626,Foco #23626,Cerrado,56,23.1,43.6,85,baixo,2025-03-10 16:45:00+00,-976958,-4631349,MARANHÃO
23627,Foco #23627,Cerrado,23,8.4,43,81,baixo,2025-03-10 16:45:00+00,-1145393,-4495761,BAHIA
23628,Foco #23628,Cerrado,36,6.7,42.6,71,alto,2025-03-10 16:45:00+00,-1374932,-4809271,GOIÁS
23629,Foco #23629,Cerrado,37,16,37.2,99,baixo,2025-03-10 16:45:00+00,-1220578,-4777944,TOCANTINS
23630,Foco #23630,Cerrado,42,17.3,41,86,baixo,2025-03-10 16:45:00+00,-1441407,-4616568,GOIÁS
23631,Foco #23631,Cerrado,36,19.7,40.7,99,alto,2025-03-10 16:45:00+00,-1281424,-4685621,TOCANTINS
23632,Foco #23632,Cerrado,46,5.5,38.3,78,critico,2025-03-10 16:45:00+00,-1063673,-4916382,TOCANTINS
23633,Foco #23633,Cerrado,58,6.1,39.5,89,medio,2025-03-10 16:45:00+00,-1149784,-4349888,BAHIA
23634,Foco #23634,Cerrado,59,17.9,41.5,90,alto,2025-03-10 16:45:00+00,-1219291,-4780673,TOCANTINS
23635,Foco #23635,Cerrado,50,9.8,43.7,47,alto,2025-03-10 16:45:00+00,-1334031,-4808839,GOIÁS
23636,Foco #23636,Cerrado,51,14.6,43,94,critico,2025-03-10 16:45:00+00,-1145791,-4514119,BAHIA
23637,Foco #23637,Cerrado,33,17.7,43.4,58,baixo,2025-03-10 16:45:00+00,-118526,-4503899,BAHIA
23638,Foco #23638,Amazônia,60,22.3,43.9,65,medio,2025-03-10 16:45:00+00,-1024526,-5270117,MATO GROSSO
23639,Foco #23639,Cerrado,49,23.7,41.8,91,medio,2025-03-10 16:45:00+00,-1110924,-4984056,TOCANTINS
23640,Foco #23640,Cerrado,45,10,35,94,critico,2025-03-10 16:45:00+00,-995218,-5021421,TOCANTINS
23641,Foco #23641,Amazônia,55,11,30.3,75,baixo,2025-03-10 16:45:00+00,-1087321,-5125903,MATO GROSSO
23642,Foco #23642,Cerrado,53,23,40.5,36,medio,2025-03-10 16:45:00+00,-1373988,-47984,GOIÁS
23643,Foco #23643,Cerrado,47,18.6,36.7,63,alto,2025-03-10 16:45:00+00,-1603547,-5093209,GOIÁS
23644,Foco #23644,Cerrado,26,17.6,40.2,98,baixo,2025-03-10 16:45:00+00,-1445754,-4840445,GOIÁS
23645,Foco #23645,Cerrado,55,14.3,31.3,98,alto,2025-03-10 16:45:00+00,-1518444,-5279081,MATO GROSSO
23646,Foco #23646,Cerrado,46,9.1,35.9,50,critico,2025-03-10 16:45:00+00,-1095935,-4673114,TOCANTINS
23647,Foco #23647,Cerrado,35,6.9,41.9,34,medio,2025-03-10 16:45:00+00,-9929,-4358236,BAHIA
23648,Foco #23648,Cerrado,21,17.3,40.5,35,critico,2025-03-10 16:45:00+00,-1594941,-4332137,MINAS GERAIS
23649,Foco #23649,Cerrado,40,17.8,37.4,52,baixo,2025-03-10 16:45:00+00,-1178499,-4682784,TOCANTINS
